企业名称,股票代码,旧名称,登记状态,注册资本,参保人数,参保人数所属年报,通信地址,统一社会信用代码,企业规模,成立日期,所属省份,所属城市,所属区县,邮箱,更多邮箱,注册号,纳税人资质,企业（机构）类型,国标行业门类,国标行业大类,国标行业中类,国标行业小类,企查查行业门类,企查查行业大类,企查查行业中类,企查查行业小类,企业地址,曾用名,英文名,经营范围
广州粤泰集团股份有限公司,SH600393,广州粤泰集团股份有限公司,在业,253624.787万元人民币,88,2022年报,-,914401011906806329,M(中型),1983-06-15,广东省,广州市,越秀区,449149431@qq.com,1815503613@qq.com;28103077@qq.com;1240583124@qq.com;95309204@163.com;372519406@qq.com,440101000086242,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,广州市越秀区寺右新马路170号4楼,"广州东华实业股份有限公司,
广州东华实业公司","Guangzhou Yuetai Group Co., Ltd.",房地产开发经营;房地产中介服务;房地产咨询服务;物业管理;场地租赁（不含仓储）;房屋租赁;自有房地产经营活动;房屋建筑工程施工;企业自有资金投资;商品批发贸易（许可审批类商品除外）;非金属矿及制品批发（国家专营专控类除外）;金属及金属矿批发（国家专营专控类除外）;企业管理咨询服务;园林绿化工程服务;林木育种;林木育苗
万科企业股份有限公司,SZ000002,万科企业股份有限公司,存续,1099521.0218万元人民币,-,-,-,91440300192181490G,L(大型),1984-05-30,广东省,深圳市,盐田区,liufy@vanke.com,dingxh01@vanke.com;huangf@vanke.com;IR@vanke.com;zbfax@vanke.com,440301102900139,一般纳税人,上市股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,深圳市盐田区大梅沙环梅路33号万科中心,"深圳万科企业股份有限公司,
深圳现代企业有限公司","China Vanke Co., Ltd.",一般经营项目是:兴办实业（具体项目另行申报）;国内商业、物资供销业（不含专营、专控、专卖商品）;进出口业务（按深经发审证字第113号外贸企业审定证书规定办理）;房地产开发。
深圳市振业（集团）股份有限公司,SZ000006,深圳市振业(集团)股份有限公司,存续,134999.5046万元人民币,-,-,-,91440300618831041G,L(大型),1989-05-25,广东省,深圳市,罗湖区,zwyanny@qq.com,szzygp@126.com;284878363@qq.com,440301103341062,一般纳税人,上市股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,深圳市罗湖区桂园街道宝安南路2014号振业大厦A座31层,深圳市振业股份有限公司,"Shenzhen Zhenye(Group) Co., Ltd.",一般经营项目是：土地开发、房产销售及租赁、物业管理。
上海实业发展股份有限公司,SH600748,上海实业发展股份有限公司,存续,184456.2892万元人民币,49,2022年报,上海市黄浦区淮海中路98号金钟广场20楼,9131000013227883X9,L(大型),1996-09-19,上海市,上海市,浦东新区,Sid748@sidlgroup.com,-,310000000047164,增值税一般纳税人,股份有限公司（台港澳与境内合资、上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,中国（上海）自由贸易试验区浦东南路1085号,上海浦东不锈薄板股份有限公司,"Shanghai Industrial Development Co., Ltd.",房地产开发、房地产经营、与房地产业务相关的信息咨询服务、国内贸易（上述经营范围不涉及前置审批项目）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
数源科技股份有限公司,SZ000909,数源科技股份有限公司,存续,45382.86万元人民币,188,2022年报,-,913300007125597931,M(中型),1999-03-31,浙江省,杭州市,西湖区,jsjzx@soyea.com.cn,zhouyp@soyea.com.cn;zuopf@soyea.com.cn,330000000044723,增值税一般纳税人,其他股份有限公司（上市）,制造业,计算机、通信和其他电子设备制造业,非专业视听设备制造,电视机制造,房地产,房地产开发,住宅开发,-,浙江省杭州市西湖区教工路1号,-,"Soyea Technology Co., Ltd.",许可项目：货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：电视机制造；家用电器销售；计算机软硬件及外围设备制造；计算机软硬件及辅助设备零售；通信设备制造；通信设备销售；输配电及控制设备制造；通讯设备修理；日用电器修理；电子产品销售；电子元器件批发；电子元器件制造；新能源汽车换电设施销售；汽车零部件及配件制造；智能输配电及控制设备销售；机动车充电销售；分布式交流充电桩销售；集中式快速充电站；软件开发；信息技术咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；塑料制品制造；模具制造；机械设备租赁；非居住房地产租赁；汽车租赁；物业管理；再生资源回收（除生产性废旧金属）；物联网技术研发；物联网应用服务；智能车载设备制造；物联网设备制造；物联网设备销售；电气信号设备装置销售；信息系统集成服务；安防设备销售；光伏设备及元器件制造；光伏设备及元器件销售；太阳能发电技术服务；配电开关控制设备制造；配电开关控制设备销售；其他电子器件制造；助动车制造；光伏发电设备租赁；智能仓储装备销售；物料搬运装备销售；物料搬运装备制造；电池制造；电池销售；蓄电池租赁；新能源汽车电附件销售；资源再生利用技术研发；机械电气设备制造；工业机器人制造；工业机器人销售；智能机器人的研发；金属材料销售；有色金属合金销售；金属矿石销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。
华丽家族股份有限公司,SH600503,华丽家族股份有限公司,存续,160229万元人民币,72,2022年报,上海市长宁区红宝石路500号东银中心B栋15楼,913100001581638383,S(小型),1996-10-18,上海市,上海市,奉贤区,songjingyun@deluxe-family.com,-,310000000094312,增值税一般纳税人,其他股份有限公司（上市）,金融业,资本市场服务,资本投资服务,资本投资服务,房地产,房地产开发,住宅开发,-,上海市奉贤区星火开发区阳明路1号8幢1层105室,-,"Deluxe Family Co., Ltd.",股权投资管理，实业投资，投资咨询及管理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
南京栖霞建设股份有限公司,SH600533,南京栖霞建设股份有限公司,在业,105000万元人民币,116,2022年报,南京市栖霞区马群街道仙林大道99号,91320100721702184R,L(大型),1999-12-23,江苏省,南京市,栖霞区,chixia@chixia.com,-,320100000029584,增值税一般纳税人,股份有限公司（上市）,房地产业,房地产业,-,-,房地产,房地产开发,住宅开发,-,南京市栖霞区仙林大道99号8幢,-,"Nanjing Chixia Development Co., Ltd.",住宅小区综合开发建设；商品房销售、租赁、售后服务；投资兴办实业；教育产业投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
中天金融集团股份有限公司,SZ000540,中天金融集团股份有限公司,存续,700525.4679万元人民币,170,2022年报,-,91520000214466447K,L(大型),1994-01-08,贵州省,贵阳市,观山湖区,info@ztfgroup.com,191003764@qq.com,520000000014818,-,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,贵州省贵阳市观山湖区中天路3号,"中天城投集团股份有限公司,
贵州中天（集团）股份有限公司,
世纪中天投资股份有限公司,
中天企业股份有限公司",Zhongtian Financial Group Company Limited,法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营;法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（金融投资；股权投资；实业投资；资产经营；产业基金、产权市场投资与管理；金融服务及研究；金融企业投资及管理、咨询；城市基础及公共设施投资管理；壹级房地产开发。）
天津天保基建股份有限公司,SZ000965,天津天保基建股份有限公司,存续,110983.0895万元人民币,30,2022年报,-,91120000700597012E,L(大型),1998-09-30,天津市,天津市,东丽区,35162253@qq.com,151012155@qq.com;18664395@qq.com;angel_19930317@126.com;tbjijian@tbjijian.com,120000000000438,增值税一般纳税人,股份有限公司（上市）,建筑业,土木工程建筑业,-,-,房地产,房地产开发,住宅开发,-,天津自贸试验区（空港经济区）西五道35号汇津广场1号楼-602,天津水泥股份有限公司,"Tianjin Tianbao Infrastructure Co., Ltd.",基础设施开发建设、经营；以自有资金对房地产进行投资；商品房销售；房地产中介服务；自有房屋租赁；物业管理；工程项目管理服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）
宋都基业投资股份有限公司,SH600077,宋都基业投资股份有限公司,存续,134012.2326万元人民币,-,-,-,91330000720962064E,L(大型),1999-03-22,浙江省,杭州市,上城区,yinghao@songd.com,yinghao@songdu.com,210132000015031,增值税一般纳税人,其他股份有限公司（上市）,租赁和商务服务业,商务服务业,组织管理服务,投资与资产管理,房地产,房地产开发,住宅开发,-,浙江省杭州市富春路789号宋都大厦506室,"辽宁百科集团（控股）股份有限公司,
辽宁国能集团（控股）股份有限公司,
辽宁国能集团股份有限公司,
铁岭精工集团股份有限公司","Sundy LAND Investment Co., Ltd.",产业投资（法律法规禁止及应经审批而为获批准的项目除外），企业管理咨询及服务，电子、通讯、半导体材料技术研发，钢材、矿石、焦炭、生铁、铁合金、有色金属销售，机械设备销售及售后服务，自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。
中新苏州工业园区开发集团股份有限公司,SH601512,中新苏州工业园区开发集团股份有限公司,在业,149889万元人民币,134,2022年报,-,9132000060819777X9,L(大型),1994-08-13,江苏省,苏州市,苏州工业园区,zhangj@cssd.com.cn,-,320594400000045,增值税一般纳税人,股份有限公司（外商投资、上市）,房地产业,房地产业,-,-,房地产,房地产开发,产业地产,-,苏州工业园区月亮湾路15号中新大厦48楼,"中新苏州工业园区开发股份有限公司,
中新苏州工业园区开发有限公司","CHINA-SINGAPORE Suzhou Industrial PARK Development Group Co., Ltd.",进行土地一级开发与经营、工业厂房及科研载体的开发与运营、物业管理、项目管理、酒店的经营管理、咨询服务、产业与基础设施开发；投资、举办企业；国家允许进行的其他业务活动；房地产开发与经营（不含除长租公寓以外的住宅）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
光明房地产集团股份有限公司,SH600708,光明房地产集团股份有限公司,存续,222863.6743万元人民币,168,2022年报,上海市西藏北路199号11楼,91310000132209965Q,L(大型),1993-01-04,上海市,上海市,浦东新区,tzzrx@bre600708.com,hbgf@hb600708.com,310000000015583,增值税一般纳税人,其他股份有限公司（上市）,批发和零售业,批发业,其他批发业,其他未列明批发业,房地产,房地产开发,住宅开发,-,中国（上海）自由贸易试验区临港新片区丽正路1628号9幢2层A-75室,"上海海博股份有限公司,
上海海博房地产有限公司,
上海东海股份有限公司","Bright Real Estate Group Co.,Limited",房地产开发经营，房地产经纪，企业投资，国内贸易（除国家专项外），仓储（除危险品），道路货物运输，货物运输代理。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
上海外高桥集团股份有限公司,SH600648,上海外高桥集团股份有限公司,存续,113534.9124万元人民币,113,2022年报,上海市洲海路999号森兰国际B座15-16楼,91310000132226001W,L(大型),1994-12-31,上海市,上海市,浦东新区,lijun@wgq.cn,webmaster@wgqjt.com;shwgq@shwgq.com,310000400104677,增值税一般纳税人,股份有限公司（中外合资、上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,产业地产,-,中国（上海）自由贸易试验区杨高北路889号,上海外高桥保税区开发股份有限公司,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",合法取得地块内的房地产经营开发，保税区内的转口贸易、保税仓储、国际货运代理业务、外商投资项目的咨询代理、国际经贸咨询、承办海运进出口货物的国际运输代理业务，包括：揽货、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、保险、相关的短途运输服务及咨询业务。投资管理、建筑工程管理、停车场收费经营（限区外分支机构经营）、物业管理、房地产咨询、商务咨询、企业管理咨询（以上咨询除经纪），市场营销策划、会展会务服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
新华联文化旅游发展股份有限公司,SZ000620,新华联文化旅游发展股份有限公司,存续,189669.042万元人民币,40,2022年报,-,91110000130232395L,L(大型),1993-06-25,北京市,北京市,通州区,2292726226@qq.com,659531069@qq.com;330426818@qq.com,230000100005468,增值税一般纳税人,其他股份有限公司（上市）,租赁和商务服务业,商务服务业,其他商务服务业,旅行社及相关服务,房地产,房地产开发,住宅开发,-,北京市通州区外郎营村北2号院2号楼8层101,"黑龙江圣方科技股份有限公司,
新华联不动产股份有限公司,
牡丹江石化集团股份有限公司","Macrolink Culturaltainment Development Co., Ltd.",文化旅游项目的运营、管理；组织文化艺术交流活动；文艺表演；旅游景区管理；公园管理；酒店管理；企业管理；承办展览展示；房地产开发；销售自行开发后的商品房；销售建筑材料、日用品、五金交电（不含电动自行车）；投资管理；物业管理；出租办公用房、出租商业用房（不得作为有形市场经营用房）；技术开发，技术转让；计算机技术培训（不得面向全国招生）；施工总承包。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
中珠医疗控股股份有限公司,SH600568,中珠医疗控股股份有限公司,存续,199286.9681万元人民币,90,2022年报,-,91420000707079234K,L(大型),1994-06-27,湖北省,省直辖县级行政区划,潜江市,mail.qjzy@163.com,zzkg600568@126.com,420000000013743,增值税一般纳税人,其他股份有限公司（上市）,制造业,化学原料和化学制品制造业,专用化学产品制造,化学试剂和助剂制造,医药生物,医疗商业与服务,医疗服务,医院,湖北省潜江市章华南路特1号,中珠控股股份有限公司,"ZhongZhu Healthcare Holding Co., Ltd.",房地产开发、物业管理；实业投资、基础建设投资，投资管理；项目投资、投资控股（上述经营范围涉及审批或许可经营的凭审批件和许可证经营）；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术进出口业务（国家限定公司经营和国家禁止进出口商品及技术除外）；经营进料加工和“三来一补”业务；保健饮料进出口业务；诊断试剂、中药、西药、生物制品、医疗器械、营养保健品的研发、生产、销售及相关技术咨询服务；设备租赁；医疗服务；移动及远程医疗、药品及医疗器械互联网信息服务。（涉及许可经营项目，应取得相关部门许可后方可经营）
甘肃亚太实业发展股份有限公司,SZ000691,海南亚太实业发展股份有限公司,存续,32327万元人民币,8,2022年报,甘肃省兰州市城关区张掖路87号中广商务大厦17楼,91460000201263595J,M(中型),1988-02-12,甘肃省,兰州市,兰州新区,ytsy000691@163.com,www.ytsy000691@163.com;mql000691@163.com,91460000201263595J,-,股份有限公司（上市、国有控股）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,甘肃省兰州市兰州新区亚太工业科技总部基地A1号楼,"海南亚太实业发展股份有限公司,
海南联合油脂科技发展股份有限公司,
海南寰岛实业股份有限公司","Gansu YATAI Industrial Developent Co., Ltd.",旅游业开发、高科技开发，日用百货、纺织品销售，建材、旅游工艺品、普通机械的批发、零售、代购代销、技术服务；农业种植；水产品销售（食品除外）；农副畜产品销售；农牧业的技术服务、咨询。（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
光大嘉宝股份有限公司,SH600622,光大嘉宝股份有限公司,存续,149968.5402万元人民币,24,2022年报,上海市嘉定区依玛路333弄1-6号嘉宝大厦14-15F,913100001336360028,L(大型),1994-08-17,上海市,上海市,嘉定区,zhaopin@ebjb.com,jbjt_bmd@126.com,310000000031246,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,上海市嘉定区清河路55号,上海嘉宝实业（集团）股份有限公司,"Everbright Jiabao Co., Ltd.",房地产开发经营，自有房屋租赁，投资管理，资产管理，投资咨询，实业投资，国内贸易（除专项规定），从事货物及技术的进出口业务，企业管理，企业管理咨询，照明设备的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
中国武夷实业股份有限公司,SZ000797,中国武夷实业股份有限公司,存续,157075.4217万元人民币,450,2022年报,-,91350000158143095K,L(大型),1992-01-31,福建省,福州市,鼓楼区,gzb@chinawuyi.com,149209564@qq.com;zhongguowuyi@163.com,350000100029637,增值税一般纳税人,股份有限公司（上市、国有控股）,建筑业,房屋建筑业,其他房屋建筑业,其他房屋建筑业,房地产,房地产开发,住宅开发,-,福建省福州市鼓楼区温泉街道五四路89号置地广场4层01店面,-,"China Wuyi Co., Ltd.",承包与其实力、规模、业绩相适应的国外工程项目，对外派遣实施上述境外工程所需的劳务人员；对外劳务合作；房屋建筑工程施工总承包；房地产综合开发；物业管理；建材、机械设备、电子产品、医疗器械、电梯的销售；电梯安装工程服务；对外贸易。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
莱茵达体育发展股份有限公司,SZ000558,莱茵达体育发展股份有限公司,存续,128922.3949万元人民币,0,2022年报,四川省成都市武侯区石羊街道交子大道177号中海国际中心D座1903室,913300002434900169,S(小型),1988-03-31,四川省,成都市,武侯区,landersports@lander.com.cn,landersports@lander.com;gufen@zjlander.com,210100000006526,增值税一般纳税人,其他股份有限公司（上市）,文化、体育和娱乐业,体育,体育组织,体育竞赛组织,房地产,房地产开发,住宅开发,-,中国（四川）自由贸易试验区成都高新区府城大道西段399号10栋5楼,"莱茵达置业集团股份有限公司,
莱茵达置业股份有限公司","Lander Sports Development Co., Ltd.",一般项目：以自有资金从事投资活动；组织体育表演活动；体育场地设施经营（不含高危险性体育运动）；非居住房地产租赁；户外用品销售；非公路休闲车及零配件销售；体育用品设备出租；体育用品及器材批发；会议及展览服务；国内贸易代理；体育用品及器材零售；租赁服务（不含许可类租赁服务）；互联网销售（除销售需要许可的商品）；化工产品销售（不含许可类化工产品）；知识产权服务（专利代理服务除外）；广告发布；广告设计、代理；物业管理；信息咨询服务（不含许可类信息咨询服务）；企业管理咨询。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
深圳市皇庭国际企业股份有限公司,SZ000056,深圳市皇庭国际企业股份有限公司,存续,117534.5368万元人民币,-,-,广东省深圳市福田区福华路350号皇庭中心28楼,914403001921790834,L(大型),1985-01-19,广东省,深圳市,福田区,huangal@wongtee000056.com,htgj@wongtee000056.com;sgs000056@163.com,440301501139855,一般纳税人,股份有限公司（中外合资、上市）,批发和零售业,批发业,纺织、服装及家庭用品批发,其他家庭用品批发,房地产,房地产服务,物业管理,-,深圳市福田区福田街道岗厦社区福华路350号岗厦皇庭大厦28A01单元,"深圳市国际企业股份有限公司,
深圳市国际企业有限公司,
深圳国际企业有限公司","Shenzhen Wongtee International Enterprise Co., Ltd.",一般经营项目是：经销日用百货、文化用品、纺织品、服装、劳保用品、家用电子产品、交通器材、五金工具、家用电器、日用美术陶瓷、家具、糖果糕点、饮料、干鲜果品、进出口业务按深贸管审证字第 012号外贸企业审定证书办理（凡属专营商品按规定办）、土产品、装饰材料、糖、工艺美术品、副食品、五金杂品。
荣安地产股份有限公司,SZ000517,荣安地产股份有限公司,存续,318392.2485万元人民币,221,2022年报,浙江省宁波市鄞州区天童南路700号19楼,913302001440685655,L(大型),1989-05-19,浙江省,宁波市,海曙区,rongan@000517.com,-,330200000013909,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,海曙区灵桥路513号（14-12）,"成功信息产业（集团）股份有限公司,
宁波成功信息产业股份有限公司,
宁波中元股份有限公司","Rongan Property Co., Ltd.",房地产开发、经营；物业服务；房屋租赁；建筑材料、装饰材料、机械电器设备、五金交电、化工产品、制冷空调设备的批发、零售；市政工程、建筑智能化工程施工；工业与民用建筑工程；实业投资；建筑施工技术咨询、国内劳务派遣；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物或技术除外。
北京市大龙伟业房地产开发股份有限公司,SH600159,北京市大龙伟业房地产开发股份有限公司,存续,83000.3232万元人民币,9,2022年报,-,91110000783954328P,M(中型),1998-05-08,北京市,北京市,顺义区,sydldc@163.com,-,110000009246615,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,北京市顺义区府前东街甲2号,-,"Beijing DALONG Weiye REAL Estate Development Co., Ltd.",房地产开发；物业管理；房地产信息咨询；销售建筑材料。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
上海城投控股股份有限公司,SH600649,上海城投控股股份有限公司,存续,252957.5634万元人民币,80,2022年报,虹口区吴淞路130号20楼,91310000132207927C,M(中型),1992-09-09,上海市,上海市,浦东新区,ctkg@600649sh.com,xgs@600649sh.com,310000000011872,增值税一般纳税人,股份有限公司（台港澳与境内合资、上市）,电力、热力、燃气及水生产和供应业,水的生产和供应业,自来水生产和供应,自来水生产和供应,房地产,房地产开发,住宅开发,-,上海市浦东新区北艾路1540号,上海市原水股份有限公司,"Shanghai Chengtou Holding Co., Ltd.",实业投资，原水供应，自来水开发，污水治理，污水处理及输送，给排水设施运营、维修，给排水工程建设，机电设备制造与安装，技术开发咨询和服务，饮用水及设备，饮用水工程安装及咨询服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
重庆渝开发股份有限公司,SZ000514,重庆渝开发股份有限公司,存续,84377.0965万元人民币,131,2022年报,-,91500000202809457F,M(中型),1992-09-08,重庆市,重庆市,渝中区,jianglonghunter@vip.qq.com,540984807@qq.com,500000000005053,增值税一般纳税人,股份有限公司（上市公司）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,重庆市渝中区中山三路128号投资大厦25层,重庆市房地产开发股份有限公司,"Chongqingyukaifa Co., Ltd.",许可项目：房地产开发经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：房屋销售及租赁，房地产信息咨询，从事建筑相关业务（取得行政许可后，在行政许可核定范围内承接业务），场地租赁，受重庆市城市建设投资公司委托实施土地整治，代办拆迁，展览场馆经营管理，承办展览会（不含对外经济技术交流会），场地租赁，停车服务，酒店管理及咨询服务，销售酒店设备及酒店用品。。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
沙河实业股份有限公司,SZ000014,沙河实业股份有限公司,存续,24204.6224万元人民币,-,-,-,914403006188016784,M(中型),1987-07-27,广东省,深圳市,南山区,ningyuhan@shumyip.com.hk,530754144@qq.com;gtl07@hotmail.com;285077317@qq.com,440301103328719,一般纳税人,上市股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,深圳市南山区白石路2222号沙河世纪楼,"华源实业（集团）股份有限公司,
深圳华源实业股份有限公司,
深圳华源磁电有限公司","Shahe Industrial Co., Ltd.","一般经营项目是:在合法取得土地使用权范围内从事房地产开发经营业务;国内商业,物资供销业（不含专营、专控、专卖商品）;兴办实业（具体项目另报）;自有物业租赁。"
我爱我家控股集团股份有限公司,SZ000560,我爱我家控股集团股份有限公司,存续,235550.0851万元人民币,59,2022年报,-,915301002165755081,L(大型),1992-11-30,云南省,昆明市,五华区,brand-research@5i5j.com,000560@kunbuy.com;grh_830@126.com,530100000007025,增值税一般纳税人,股份有限公司（上市、自然人投资或控股）,信息传输、软件和信息技术服务业,互联网和相关服务,其他互联网服务,其他互联网服务,房地产,房地产服务,房产和租赁经纪,-,昆明市东风西路1号,昆明百货大楼（集团）股份有限公司,"5i5j Holding Group Co., Ltd.",互联网技术研发和维护；信息技术开发、技术转让、技术咨询、技术服务；电子商务平台营运开发建设管理；数据处理；物流信息服务；物联网技术服务；房地产经纪业务；住房租赁经营；物业服务；建筑装修装饰工程的设计及施工；酒店管理；商场经营管理；商务信息咨询；进出口贸易；设计、制作、代理、发布各类广告（依法须经批准的项目，经相关部门批准后方可开展经营活动）
新湖中宝股份有限公司,SH600208,新湖中宝股份有限公司,存续,850894.08万元人民币,52,2022年报,浙江省杭州市西湖区西溪路128号新湖商务大厦11楼,91330000142941287T,L(大型),1993-02-23,浙江省,衢州市,柯城区,47384967@qq.com,zhouyun@600208.net;xhzb@600208.net,330000000004201,增值税一般纳税人,其他股份有限公司（上市）,批发和零售业,批发业,纺织、服装及家庭用品批发,其他家庭用品批发,房地产,房地产开发,住宅开发,-,浙江省衢州市芹江东路288号衢时代创新大厦3号楼6楼A619室,"中宝科控投资股份有限公司,
中宝戴梦得投资股份有限公司,
中宝戴梦得股份有限公司,
浙江中宝戴梦得股份有限公司,
浙江惠肯股份有限公司","Xinhu Zhongbao Co., Ltd.",煤炭（无储存）的销售。  实业投资，百货、针纺织品、五金交电、石化产品、化工产品（不含化学危险品）、家俱、电子计算机及配件、建筑材料、金属材料、木竹材、电子产品、通讯设备（不含无线）、机电设备、黄金饰品、珠宝玉器的销售，经营进出口业务，投资管理，信息咨询服务，国内广告设计制作发布，代理广告业务，电子计算机网络系统及软件的研发、技术服务，房地产中介服务。
顺发恒业股份公司,SZ000631,顺发恒业股份公司,存续,239527.9084万元人民币,4,2022年报,浙江省杭州市萧山区市心北路777号,912201012438438899,L(大型),1993-07-02,浙江省,杭州市,萧山区,sfhy@sfhy.cn,sfhy_000631@126.com,220101243843889,增值税一般纳税人,其他股份有限公司（上市）,居民服务、修理和其他服务业,居民服务业,其他居民服务业,其他居民服务业,房地产,房地产开发,住宅开发,-,浙江省杭州市萧山经济技术开发区万向创新聚能城奔竞大道2828号3幢201室,"兰宝科技信息股份有限公司,
长春兰宝实业股份有限公司",Shunfa Hengye Corporation,许可项目：供电业务；发电业务、输电业务、供（配）电业务；水力发电；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。一般项目：机动车充电销售；储能技术服务；热力生产和供应；供冷服务；发电技术服务；风力发电技术服务；风电场相关系统研发；新兴能源技术研发；电力行业高效节能技术研发；余热余压余气利用技术研发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新能源原动设备销售；合同能源管理；品牌管理；社会经济咨询服务；节能管理服务；太阳能发电技术服务；光伏发电设备租赁；水资源管理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。
苏宁环球股份有限公司,SZ000718,苏宁环球股份有限公司,存续,303463.6384万元人民币,0,2022年报,-,91220000124482910C,L(大型),1993-05-10,吉林省,吉林市,吉林经济开发区,sichunli@suning.com.cn,suning@suning.com.cn,220000000089564,-,其他股份有限公司（上市）,居民服务、修理和其他服务业,居民服务业,其他居民服务业,其他居民服务业,房地产,房地产开发,住宅开发,-,吉林经济技术开发区九站街718号,吉林纸业股份有限公司,"Suning Universal Co., Ltd.",房地产开发（凭资质经营）；投资建设城市基础设施、投资教育及相关产业、投资开发高新技术项目；建材生产（凭环保许可生产）；进出口贸易（需专项审批除外）；酒店管理；经济信息咨询服务；黄金等贵金属矿投资；有色金属（含稀有金属及稀土金属）矿投资；电力投资；煤炭和石油化工产品的投资X***（依法须经批准的项目，经相关部门批准后方可开展经营活动）
海南机场设施股份有限公司,SH600515,海航基础设施投资集团股份有限公司,存续,1142530.9602万元人民币,248,2022年报,-,91460000284079688H,L(大型),1993-05-12,海南省,海口市,美兰区,lg.weng@hnair.com,qch-liu@hnair.com;ya-zheng@hnair.com;jj-zhu@hnair.com;zxgf@zhuxin.biz,460000000124560,增值税一般纳税人,其他股份有限公司（上市）,房地产业,房地产业,房地产开发经营,房地产开发经营,房地产,房地产开发,住宅开发,-,海南省海口市美兰区国兴大道5号海南大厦1#主楼42层,"海航基础设施投资集团股份有限公司,
海南海航基础设施投资集团股份有限公司,
海南海岛建设股份有限公司,
海南筑信投资股份有限公司,
第一投资招商股份有限公司,
海南第一投资招商股份有限公司","Hainan Airport Infrastructure Co., Ltd.",建设工程及房地产项目策划及咨询；项目投资可行性研究；房地产项目营销；房地产销售及信息咨询服务，房屋拆迁服务；房地产项目中介咨询服务；机场项目投资；机场改造；机场运营管理与国内外航空运输有关的地面服务；机场管理咨询服务；仓储业（非危险品）；国内外航空运输业务的技术合作及咨询服务。
